Region;Year;Industry;Professional position;Total ;Women;Men;Gender Pay Gap
Central;2014;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!
Central;2014;Manufacturing/production of Goods;Top, upper,  middle management;10 070  ;8 302 ;10 266  ;#WERT!
Central;2014;"Water supply; sewage and waste disposal";Top, upper,  middle management;*  ;*  ;*  ;#WERT!
Central;2014;Construction ;Top, upper,  middle management;7 936  ;*  ;8 035  ;#WERT!
Central;2014;SECTOR 3 SERVICES ;Top, upper,  middle management;9 529  ;7 963  ;10 130  ;2 167
Central;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 539 ;7 737 ;9 072 ;#WERT!
Central;2014;Transportation and storage;Top, upper,  middle management;7 779 ;*;8 564 ;#WERT!
Central;2014;Hotels and restaurants;Top, upper,  middle management;6 052  ;5 175 ;6 222  ;#WERT!
Central;2014;Information and communication;Top, upper,  middle management;11 030  ;8 110 ;11 251  ;#WERT!
Central;2014;Financial and insurance services;Top, upper,  middle management;12 326  ;10 000 ;13 299  ;#WERT!
Central;2014;Professional, scientific and technical services;Top, upper,  middle management;11 204  ;9 764  ;11 514  ;1 750
Central;2014;Other business services;Top, upper,  middle management;7 825  ;7 590 ;7 880  ;#WERT!
Central;2014;Health and social work;Top, upper,  middle management;8 770  ;8 252 ;9 907  ;#WERT!
Central;2014;Arts, entertainment and recreation;Top, upper,  middle management;8 039  ;*  ;8 290  ;#WERT!
Central;2014;Other service activities Other service activities;Top, upper,  middle management;8 375 ;6 057 ;9 450 ;#WERT!
Central;2014;TOTAL;Lower management;7 575  ;6 926  ;7 814  ; 888
Central;2014;SECTOR 2 PRODUCTION;Lower management;7 604  ;6 950  ;7 668  ; 718
Central;2014;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!
Central;2014;Manufacturing/production of Goods;Lower management;7 826  ;7 013  ;7 960  ; 947
Central;2014;"Water supply; sewage and waste disposal";Lower management;*  ; -  ;*  ;#WERT!
Central;2014;Construction ;Lower management;6 864  ;*  ;6 864  ;#WERT!
Central;2014;SECTOR 3 SERVICES ;Lower management;7 529  ;6 921  ;8 106  ;1 185
Central;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 608  ;7 165 ;7 681 ;#WERT!
Central;2014;Transportation and storage;Lower management;6 789 ;*;6 894 ;#WERT!
Central;2014;Hotels and restaurants;Lower management;5 247  ;*  ;5 313  ;#WERT!
Central;2014;Information and communication;Lower management;8 977  ;7 262  ;9 516  ;2 254
Central;2014;Financial and insurance services;Lower management;10 079  ;8 764  ;10 499  ;1 735
Central;2014;Professional, scientific and technical services;Lower management;8 360  ;7 340  ;9 058  ;1 718
Central;2014;Other business services;Lower management;6 605  ;6 938  ;6 322 ;#WERT!
Central;2014;Health and social work;Lower management;7 215  ;6 989  ;7 614  ; 625
Central;2014;Arts, entertainment and recreation;Lower management;6 500  ;*  ;*  ;#WERT!
Central;2014;Other service activities Other service activities;Lower management;6 204 ;5 674 ;7 575 ;#WERT!
Central;2014;TOTAL;Lowest management;6 493  ;5 927  ;6 701  ; 774
Central;2014;SECTOR 2 PRODUCTION;Lowest management;6 705  ;5 902  ;6 733  ; 831
Central;2014;Mining and quarrying;Lowest management;*  ; -  ;*  ;#WERT!
Central;2014;Manufacturing/production of Goods;Lowest management;6 879  ;5 902  ;7 043  ;1 141
Central;2014;"Water supply; sewage and waste disposal";Lowest management;*  ;*  ;*  ;#WERT!
Central;2014;Construction ;Lowest management;6 240  ;*  ;6 281  ;#WERT!
Central;2014;SECTOR 3 SERVICES ;Lowest management;6 261  ;5 942  ;6 500  ; 558
Central;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 829  ;5 387 ;6 049  ;#WERT!
Central;2014;Transportation and storage;Lowest management;6 402 ;*;6 500 ;#WERT!
Central;2014;Hotels and restaurants;Lowest management;4 734  ;4 383 ;*  ;#WERT!
Central;2014;Information and communication;Lowest management;8 424 ;*;8 941 ;#WERT!
Central;2014;Financial and insurance services;Lowest management;8 333  ;7 768  ;8 923  ;1 155
Central;2014;Professional, scientific and technical services;Lowest management;7 052  ;6 749  ;7 341  ; 592
Central;2014;Other business services;Lowest management;5 652  ;6 190 ;5 629  ;#WERT!
Central;2014;Health and social work;Lowest management;6 500  ;6 357  ;7 036 ;#WERT!
Central;2014;Arts, entertainment and recreation;Lowest management;*  ;*  ;*  ;#WERT!
Central;2014;Other service activities Other service activities;Lowest management;6 232 ;5 550 ;*;#WERT!
Central;2014;TOTAL;No management;5 684  ;5 200  ;5 907  ; 707
Central;2014;SECTOR 2 PRODUCTION;No management;5 833  ;5 125  ;5 949  ; 824
Central;2014;Mining and quarrying;No management;6 036  ;*;6 082  ;#WERT!
Central;2014;Manufacturing/production of Goods;No management;5 859  ;5 059  ;6 056  ; 997
Central;2014;"Water supply; sewage and waste disposal";No management;5 709 ;*  ;5 623 ;#WERT!
Central;2014;Construction ;No management;5 768  ;5 489  ;5 789  ; 300
Central;2014;SECTOR 3 SERVICES ;No management;5 553  ;5 231  ;5 847  ; 616
Central;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 397  ;4 932  ;5 948  ;1 016
Central;2014;Transportation and storage;No management;5 294  ;5 049  ;5 309  ; 260
Central;2014;Hotels and restaurants;No management;4 233  ;4 181  ;4 273  ; 92
Central;2014;Information and communication;No management;6 992  ;6 019  ;7 292  ;1 273
Central;2014;Financial and insurance services;No management;6 418  ;5 983  ;7 594  ;1 611
Central;2014;Professional, scientific and technical services;No management;6 322  ;6 064  ;6 520  ; 456
Central;2014;Other business services;No management;5 446  ;4 838  ;5 630  ; 792
Central;2014;Health and social work;No management;5 683  ;5 575  ;6 290  ; 715
Central;2014;Arts, entertainment and recreation;No management;4 894  ;4 754  ;5 090  ; 336
Central;2014;Other service activities Other service activities;No management;5 509  ;4 816  ;6 467  ;1 651
Central;2012;TOTAL;Total ;6 080  ;5 221  ;6 491  ;1 270
Central;2012;SECTOR 2 PRODUCTION;Total ;6 306  ;5 467  ;6 449  ; 982
Central;2012;Mining and quarrying;Total ;6 260  ;*  ;6 260  ;#WERT!
Central;2012;Manufacturing/production of Goods;Total ;6 525  ;5 464  ;6 762  ;1 298
Central;2012;"Water supply; sewage and waste disposal";Total ;6 225 ;5 761 ;6 366 ;#WERT!
Central;2012;Construction ;Total ;5 973  ;5 284  ;6 003  ; 719
Central;2012;SECTOR 3 SERVICES ;Total ;5 858  ;5 159  ;6 564  ;1 405
Central;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 711  ;4 800  ;6 375  ;1 575
Central;2012;Transportation and storage;Total ;5 304  ;4 718  ;5 368  ; 650
Central;2012;Hotels and restaurants;Total ;4 240  ;4 100  ;4 508  ; 408
Central;2012;Information and communication;Total ;8 148  ;6 660  ;8 693  ;2 033
Central;2012;Financial and insurance services;Total ;7 512  ;6 176  ;9 910  ;3 734
Central;2012;Professional, scientific and technical services;Total ;7 499  ;6 493  ;8 360  ;1 867
Central;2012;Other business services;Total ;4 897 ;3 381 ;5 328  ;#WERT!
Central;2012;Health and social work;Total ;5 850  ;5 629  ;7 073  ;1 444
Central;2012;Arts, entertainment and recreation;Total ;5 211  ;4 796  ;5 833  ;1 037
Central;2012;Other service activities Other service activities;Total ;5 357  ;4 437  ;7 172  ;2 735
Central;2012;TOTAL;Top, upper,  middle management;9 278  ;7 575  ;9 781  ;2 206
Central;2012;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 070  ;7 800  ;9 224  ;1 424
Central;2012;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!
Central;2012;Manufacturing/production of Goods;Top, upper,  middle management;9 905  ;8 700  ;10 000  ;1 300
Central;2012;"Water supply; sewage and waste disposal";Top, upper,  middle management;11 110 ;*  ;*  ;#WERT!
Central;2012;Construction ;Top, upper,  middle management;7 901  ;*  ;8 002  ;#WERT!
Central;2012;SECTOR 3 SERVICES ;Top, upper,  middle management;9 389  ;7 513  ;10 317  ;2 804
Central;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 810  ;6 152 ;9 600  ;#WERT!
Central;2012;Transportation and storage;Top, upper,  middle management;7 488  ;*  ;8 095  ;#WERT!
Central;2012;Hotels and restaurants;Top, upper,  middle management;5 865  ;5 056  ;6 350  ;1 294
Central;2012;Information and communication;Top, upper,  middle management;11 635  ;9 292 ;11 829  ;#WERT!
Central;2012;Financial and insurance services;Top, upper,  middle management;12 206  ;9 922  ;13 073  ;3 151
Central;2012;Professional, scientific and technical services;Top, upper,  middle management;11 257 ;9 287 ;12 257 ;#WERT!
Central;2012;Other business services;Top, upper,  middle management;6 588 ;4 823 ;6 934 ;#WERT!
Central;2012;Health and social work;Top, upper,  middle management;8 689  ;7 948  ;10 317  ;2 369
Central;2012;Arts, entertainment and recreation;Top, upper,  middle management;7 342  ;*  ;7 417 ;#WERT!
Central;2012;Other service activities Other service activities;Top, upper,  middle management;8 284 ;5 579 ;9 966  ;#WERT!
Central;2012;TOTAL;Lower management;7 527  ;6 500  ;7 857  ;1 357
Central;2012;SECTOR 2 PRODUCTION;Lower management;7 909  ;7 291  ;7 982  ; 691
Central;2012;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!
Central;2012;Manufacturing/production of Goods;Lower management;8 471  ;7 702  ;8 574  ; 872
Central;2012;"Water supply; sewage and waste disposal";Lower management;*  ;*  ;*  ;#WERT!
Central;2012;Construction ;Lower management;6 771  ;*  ;6 810  ;#WERT!
Central;2012;SECTOR 3 SERVICES ;Lower management;7 115  ;6 333  ;7 735  ;1 402
Central;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;6 871  ;5 984  ;7 563  ;1 579
Central;2012;Transportation and storage;Lower management;6 533 ;*  ;6 469 ;#WERT!
Central;2012;Hotels and restaurants;Lower management;4 870  ;4 670 ;5 067 ;#WERT!
Central;2012;Information and communication;Lower management;8 571  ;7 419  ;8 865 ;#WERT!
Central;2012;Financial and insurance services;Lower management;9 441  ;8 024  ;9 908  ;1 884
Central;2012;Professional, scientific and technical services;Lower management;7 989  ;6 980  ;8 300  ;1 320
Central;2012;Other business services;Lower management;5 754  ;6 216 ;5 663  ;#WERT!
Central;2012;Health and social work;Lower management;6 674  ;6 289  ;7 575  ;1 286
Central;2012;Arts, entertainment and recreation;Lower management;6 190  ;*  ;*  ;#WERT!
Central;2012;Other service activities Other service activities;Lower management;6 498 ;5 601 ;*  ;#WERT!
Central;2012;TOTAL;Lowest management;6 304  ;5 590  ;6 645  ;1 055
Central;2012;SECTOR 2 PRODUCTION;Lowest management;6 687  ;6 079  ;6 797  ; 718
Central;2012;Mining and quarrying;Lowest management;*  ; -  ;*  ;#WERT!
Central;2012;Manufacturing/production of Goods;Lowest management;6 876  ;6 102  ;7 044  ; 942
Central;2012;"Water supply; sewage and waste disposal";Lowest management;*  ;*  ;*  ;#WERT!
Central;2012;Construction ;Lowest management;6 245  ;*  ;6 245  ;#WERT!
Central;2012;SECTOR 3 SERVICES ;Lowest management;5 790  ;5 461  ;6 272  ; 811
Central;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 813  ;4 980 ;6 314  ;#WERT!
Central;2012;Transportation and storage;Lowest management;5 298  ;*  ;5 373 ;#WERT!
Central;2012;Hotels and restaurants;Lowest management;4 567  ;4 430  ;4 707  ; 277
Central;2012;Information and communication;Lowest management;8 430 ;5 979 ;9 423 ;#WERT!
Central;2012;Financial and insurance services;Lowest management;8 389  ;7 237  ;9 000  ;1 763
Central;2012;Professional, scientific and technical services;Lowest management;6 306  ;6 002  ;6 658 ;#WERT!
Central;2012;Other business services;Lowest management;4 901  ;*  ;4 948  ;#WERT!
Central;2012;Health and social work;Lowest management;6 108  ;5 763  ;7 231  ;1 468
Central;2012;Arts, entertainment and recreation;Lowest management;*  ;*  ;*  ;#WERT!
Central;2012;Other service activities Other service activities;Lowest management;5 458 ;5 271 ;*  ;#WERT!
Central;2012;TOTAL;No management;5 520  ;4 877  ;5 810  ; 933
Central;2012;SECTOR 2 PRODUCTION;No management;5 811  ;5 098  ;5 920  ; 822
Central;2012;Mining and quarrying;No management;6 000  ;*  ;6 016  ;#WERT!
Central;2012;Manufacturing/production of Goods;No management;5 923  ;5 085  ;6 129  ;1 044
Central;2012;"Water supply; sewage and waste disposal";No management;5 652 ;5 652  ;5 661 ;#WERT!
Central;2012;Construction ;No management;5 628  ;4 998  ;5 669  ; 671
Central;2012;SECTOR 3 SERVICES ;No management;5 247  ;4 817  ;5 627  ; 810
Central;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 200  ;4 634  ;5 683  ;1 049
Central;2012;Transportation and storage;No management;5 200  ;4 615  ;5 251  ; 636
Central;2012;Hotels and restaurants;No management;4 048  ;4 010  ;4 086  ; 76
Central;2012;Information and communication;No management;7 390  ;6 229  ;7 863  ;1 634
Central;2012;Financial and insurance services;No management;6 283  ;5 878  ;7 541  ;1 663
Central;2012;Professional, scientific and technical services;No management;6 103  ;5 742  ;6 439  ; 697
Central;2012;Other business services;No management;4 612 ;2 519  ;5 199  ;2 680
Central;2012;Health and social work;No management;5 446  ;5 351  ;5 993  ; 642
Central;2012;Arts, entertainment and recreation;No management;4 842  ;4 644  ;5 255  ; 611
Central;2012;Other service activities Other service activities;No management;4 545  ;4 096  ;6 339  ;2 243
Zurich;2020;TOTAL;Total ;6 907;6 075;7 546;1 471
Zurich;2020;SECTOR 2 PRODUCTION;Total ;6 860;6 114;7 015; 901
Zurich;2020;Mining and quarrying;Total ;6 139;*;6 139;#WERT!
Zurich;2020;Manufacturing/production of Goods;Total ;6 990;5 912;7 350;1 438
Zurich;2020;"Water supply; sewage and waste disposal";Total ;6 292;5 821;6 389; 568
Zurich;2020;Construction ;Total ;6 718;6 604;6 732; 128
Zurich;2020;SECTOR 3 SERVICES ;Total ;6 922;6 070;7 886;1 816
Zurich;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 589;5 031;6 433;1 402
Zurich;2020;Transportation and storage;Total ;6 438;5 766;6 697; 931
Zurich;2020;Hotels and restaurants;Total ;4 606;4 469;4 713; 244
Zurich;2020;Information and communication;Total ;9 748;8 126;10 301;2 175
Zurich;2020;Financial and insurance services;Total ;10 417;8 730;11 517;2 787
Zurich;2020;Professional, scientific and technical services;Total ;8 286;7 381;9 286;1 905
Zurich;2020;Other business services;Total ;5 300;4 518;5 757;1 239
Zurich;2020;Health and social work;Total ;6 507;6 288;7 435;1 147
Zurich;2020;Arts, entertainment and recreation;Total ;6 713;6 385;7 032; 647
Zurich;2020;Other service activities Other service activities;Total ;6 682;6 163;7 665;1 502
Zurich;2020;TOTAL;Top, upper,  middle management;11 863;9 844;12 476;2 632
Zurich;2020;SECTOR 2 PRODUCTION;Top, upper,  middle management;10 173;8 000;10 518;2 518
Zurich;2020;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!
Zurich;2020;Manufacturing/production of Goods;Top, upper,  middle management;10 711;8 462;10 946;2 484
Zurich;2020;"Water supply; sewage and waste disposal";Top, upper,  middle management;*;*;*;#WERT!
Zurich;2020;Construction ;Top, upper,  middle management;9 514;7 363;9 787;2 424
Zurich;2020;SECTOR 3 SERVICES ;Top, upper,  middle management;12 148;9 960;12 898;2 938
Zurich;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;10 416;8 861;11 001;2 140
Zurich;2020;Transportation and storage;Top, upper,  middle management;10 904;9 907;11 193;1 286
Zurich;2020;Hotels and restaurants;Top, upper,  middle management;6 730;6 164;6 981; 817
Zurich;2020;Information and communication;Top, upper,  middle management;11 705;9 328;12 297;2 969
Zurich;2020;Financial and insurance services;Top, upper,  middle management;14 880;13 026;15 639;2 613
Zurich;2020;Professional, scientific and technical services;Top, upper,  middle management;13 065;10 976;13 690;2 714
Zurich;2020;Other business services;Top, upper,  middle management;9 224;8 867;9 306; 439
Zurich;2020;Health and social work;Top, upper,  middle management;9 997;9 027;12 035;3 008
Zurich;2020;Arts, entertainment and recreation;Top, upper,  middle management;8 968;7 537;9 578;2 041
Zurich;2020;Other service activities Other service activities;Top, upper,  middle management;9 286;8 028;10 294;2 266
Zurich;2020;TOTAL;Lower management;9 590;8 703;10 107;1 404
Zurich;2020;SECTOR 2 PRODUCTION;Lower management;8 523;7 666;8 665; 999
Zurich;2020;Mining and quarrying;Lower management;*;*;*;#WERT!
Zurich;2020;Manufacturing/production of Goods;Lower management;8 571;7 833;8 762; 929
Zurich;2020;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!
Zurich;2020;Construction ;Lower management;8 315;7 040;8 421;1 381
Zurich;2020;SECTOR 3 SERVICES ;Lower management;9 808;8 773;10 452;1 679
Zurich;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;8 454;7 301;9 091;1 790
Zurich;2020;Transportation and storage;Lower management;8 927;8 700;9 171; 471
Zurich;2020;Hotels and restaurants;Lower management;5 788;5 737;5 826; 89
Zurich;2020;Information and communication;Lower management;11 983;10 855;12 157;1 302
Zurich;2020;Financial and insurance services;Lower management;10 790;10 175;11 108; 933
Zurich;2020;Professional, scientific and technical services;Lower management;10 339;9 535;10 759;1 224
Zurich;2020;Other business services;Lower management;7 427;6 423;7 927;1 504
Zurich;2020;Health and social work;Lower management;7 587;7 189;8 293;1 104
Zurich;2020;Arts, entertainment and recreation;Lower management;7 650;7 359;8 659;1 300
Zurich;2020;Other service activities Other service activities;Lower management;8 216;7 901;8 758; 857
Zurich;2020;TOTAL;Lowest management;7 784;7 093;8 202;1 109
Zurich;2020;SECTOR 2 PRODUCTION;Lowest management;7 845;7 136;7 930; 794
Zurich;2020;Mining and quarrying;Lowest management;*;*;*;#WERT!
Zurich;2020;Manufacturing/production of Goods;Lowest management;7 791;6 904;7 937;1 033
Zurich;2020;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!
Zurich;2020;Construction ;Lowest management;7 930;8 536;7 909;- 627
Zurich;2020;SECTOR 3 SERVICES ;Lowest management;7 773;7 090;8 391;1 301
Zurich;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 967;6 365;7 576;1 211
Zurich;2020;Transportation and storage;Lowest management;6 762;6 391;6 860; 469
Zurich;2020;Hotels and restaurants;Lowest management;5 129;4 980;5 278; 298
Zurich;2020;Information and communication;Lowest management;10 948;9 610;11 212;1 602
Zurich;2020;Financial and insurance services;Lowest management;9 748;9 160;10 219;1 059
Zurich;2020;Professional, scientific and technical services;Lowest management;8 325;8 052;8 685; 633
Zurich;2020;Other business services;Lowest management;6 597;6 571;6 597; 26
Zurich;2020;Health and social work;Lowest management;6 874;6 693;7 390; 697
Zurich;2020;Arts, entertainment and recreation;Lowest management;8 106;7 894;8 434; 540
Zurich;2020;Other service activities Other service activities;Lowest management;6 868;6 364;7 796;1 432
Zurich;2020;TOTAL;No management;6 002;5 450;6 389; 939
Zurich;2020;SECTOR 2 PRODUCTION;No management;6 367;5 748;6 494; 746
Zurich;2020;Mining and quarrying;No management;5 871;*;5 807;#WERT!
Zurich;2020;Manufacturing/production of Goods;No management;6 393;5 581;6 715;1 134
Zurich;2020;"Water supply; sewage and waste disposal";No management;5 772;5 776;5 765;- 11
Zurich;2020;Construction ;No management;6 353;6 360;6 352;- 8
Zurich;2020;SECTOR 3 SERVICES ;No management;5 849;5 415;6 317; 902
Zurich;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 160;4 872;5 736; 864
Zurich;2020;Transportation and storage;No management;6 028;5 411;6 210; 799
Zurich;2020;Hotels and restaurants;No management;4 380;4 332;4 429; 97
Zurich;2020;Information and communication;No management;8 726;7 529;9 271;1 742
Zurich;2020;Financial and insurance services;No management;7 319;7 017;7 831; 814
Zurich;2020;Professional, scientific and technical services;No management;6 950;6 705;7 242; 537
Zurich;2020;Other business services;No management;4 960;4 337;5 400;1 063
Zurich;2020;Health and social work;No management;6 118;6 042;6 460; 418
Zurich;2020;Arts, entertainment and recreation;No management;6 198;5 940;6 376; 436
Zurich;2020;Other service activities Other service activities;No management;5 866;5 524;6 586;1 062
Zurich;2018;TOTAL;Total ;6 746;5 910;7 345;1 435
Zurich;2018;SECTOR 2 PRODUCTION;Total ;6 733;6 003;6 882; 879
Zurich;2018;Mining and quarrying;Total ;*;*;*;#WERT!
Zurich;2018;Manufacturing/production of Goods;Total ;6 878;5 759;7 239;1 480
Zurich;2018;"Water supply; sewage and waste disposal";Total ;5 914;5 943;5 914;- 29
Zurich;2018;Construction ;Total ;6 601;6 585;6 604; 19
Zurich;2018;SECTOR 3 SERVICES ;Total ;6 748;5 901;7 645;1 744
Zurich;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 563;4 890;6 475;1 585
Zurich;2018;Transportation and storage;Total ;6 217;5 686;6 374; 688
Zurich;2018;Hotels and restaurants;Total ;4 554;4 414;4 644; 230
Zurich;2018;Information and communication;Total ;9 384;7 960;9 890;1 930
Zurich;2018;Financial and insurance services;Total ;10 171;8 195;11 648;3 453
Zurich;2018;Professional, scientific and technical services;Total ;8 549;7 472;9 575;2 103
Zurich;2018;Other business services;Total ;5 200;4 587;5 530; 943
Zurich;2018;Health and social work;Total ;6 500;6 293;7 334;1 041
Zurich;2018;Arts, entertainment and recreation;Total ;6 835;6 314;7 243; 929
Zurich;2018;Other service activities Other service activities;Total ;6 520;6 000;7 310;1 310
Zurich;2018;TOTAL;Top, upper,  middle management;11 667;9 479;12 381;2 902
Zurich;2018;SECTOR 2 PRODUCTION;Top, upper,  middle management;10 481;8 037;10 695;2 658
Zurich;2018;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!
Zurich;2018;Manufacturing/production of Goods;Top, upper,  middle management;10 790;9 112;11 250;2 138
Zurich;2018;"Water supply; sewage and waste disposal";Top, upper,  middle management;*;*;*;#WERT!
Zurich;2018;Construction ;Top, upper,  middle management;10 000;7 549;10 314;2 765
Zurich;2018;SECTOR 3 SERVICES ;Top, upper,  middle management;11 905;9 592;12 789;3 197
Zurich;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 524;7 043;10 401;3 358
Zurich;2018;Transportation and storage;Top, upper,  middle management;10 503;9 523;10 770;1 247
Zurich;2018;Hotels and restaurants;Top, upper,  middle management;6 259;6 026;6 366; 340
Zurich;2018;Information and communication;Top, upper,  middle management;11 733;9 486;12 474;2 988
Zurich;2018;Financial and insurance services;Top, upper,  middle management;17 092;13 778;17 857;4 079
Zurich;2018;Professional, scientific and technical services;Top, upper,  middle management;13 229;11 984;13 744;1 760
Zurich;2018;Other business services;Top, upper,  middle management;9 272;8 560;9 873;1 313
Zurich;2018;Health and social work;Top, upper,  middle management;10 100;9 227;11 427;2 200
Zurich;2018;Arts, entertainment and recreation;Top, upper,  middle management;9 969;9 092;10 573;1 481
Zurich;2018;Other service activities Other service activities;Top, upper,  middle management;8 586;7 939;9 329;1 390
Zurich;2018;TOTAL;Lower management;9 595;8 541;10 171;1 630
Zurich;2018;SECTOR 2 PRODUCTION;Lower management;8 746;8 307;8 874; 567
Zurich;2018;Mining and quarrying;Lower management;*;*;*;#WERT!
Zurich;2018;Manufacturing/production of Goods;Lower management;9 124;8 333;9 296; 963
Zurich;2018;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!
Zurich;2018;Construction ;Lower management;8 278;8 306;8 243;- 63
Zurich;2018;SECTOR 3 SERVICES ;Lower management;9 750;8 571;10 430;1 859
Zurich;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 992;6 750;9 161;2 411
Zurich;2018;Transportation and storage;Lower management;9 177;9 102;9 186; 84
Zurich;2018;Hotels and restaurants;Lower management;5 557;5 226;5 608; 382
Zurich;2018;Information and communication;Lower management;11 300;10 348;11 473;1 125
Zurich;2018;Financial and insurance services;Lower management;11 111;10 188;11 702;1 514
Zurich;2018;Professional, scientific and technical services;Lower management;10 194;9 459;10 646;1 187
Zurich;2018;Other business services;Lower management;7 277;6 699;7 610; 911
Zurich;2018;Health and social work;Lower management;7 531;7 005;8 017;1 012
Zurich;2018;Arts, entertainment and recreation;Lower management;7 424;6 821;8 975;2 154
Zurich;2018;Other service activities Other service activities;Lower management;8 206;7 664;8 831;1 167
Zurich;2018;TOTAL;Lowest management;7 582;6 826;8 004;1 178
Zurich;2018;SECTOR 2 PRODUCTION;Lowest management;7 521;6 622;7 659;1 037
Zurich;2018;Mining and quarrying;Lowest management;*;*;*;#WERT!
Zurich;2018;Manufacturing/production of Goods;Lowest management;7 317;6 653;7 479; 826
Zurich;2018;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!
Zurich;2018;Construction ;Lowest management;7 829;6 480;7 897;1 417
Zurich;2018;SECTOR 3 SERVICES ;Lowest management;7 593;6 853;8 135;1 282
Zurich;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 576;5 857;7 471;1 614
Zurich;2018;Transportation and storage;Lowest management;7 317;7 343;7 285;- 58
Zurich;2018;Hotels and restaurants;Lowest management;5 155;5 009;5 316; 307
Zurich;2018;Information and communication;Lowest management;9 519;8 334;9 899;1 565
Zurich;2018;Financial and insurance services;Lowest management;9 142;8 388;9 711;1 323
Zurich;2018;Professional, scientific and technical services;Lowest management;8 429;8 095;8 627; 532
Zurich;2018;Other business services;Lowest management;6 200;6 079;6 306; 227
Zurich;2018;Health and social work;Lowest management;6 618;6 544;6 779; 235
Zurich;2018;Arts, entertainment and recreation;Lowest management;7 592;7 216;7 938; 722
Zurich;2018;Other service activities Other service activities;Lowest management;6 735;6 529;7 043; 514
Zurich;2018;TOTAL;No management;5 948;5 362;6 312; 950
Zurich;2018;SECTOR 2 PRODUCTION;No management;6 305;5 669;6 420; 751
Zurich;2018;Mining and quarrying;No management;*;*;*;#WERT!
Zurich;2018;Manufacturing/production of Goods;No management;6 389;5 517;6 682;1 165
Zurich;2018;"Water supply; sewage and waste disposal";No management;5 624;5 647;5 624;- 23
Zurich;2018;Construction ;No management;6 261;6 392;6 253;- 139
Zurich;2018;SECTOR 3 SERVICES ;No management;5 777;5 319;6 236; 917
Zurich;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 077;4 747;5 778;1 031
Zurich;2018;Transportation and storage;No management;5 942;5 410;6 089; 679
Zurich;2018;Hotels and restaurants;No management;4 346;4 311;4 423; 112
Zurich;2018;Information and communication;No management;8 377;7 286;8 937;1 651
Zurich;2018;Financial and insurance services;No management;7 396;6 979;8 127;1 148
Zurich;2018;Professional, scientific and technical services;No management;7 050;6 748;7 424; 676
Zurich;2018;Other business services;No management;4 954;4 349;5 280; 931
Zurich;2018;Health and social work;No management;6 084;5 988;6 492; 504
Zurich;2018;Arts, entertainment and recreation;No management;6 325;5 778;6 701; 923
Zurich;2018;Other service activities Other service activities;No management;5 637;5 204;6 298;1 094
Zurich;2016;TOTAL;Total ;6 671  ;5 869  ;7 256  ;1 387
Zurich;2016;SECTOR 2 PRODUCTION;Total ;6 548  ;5 709  ;6 708  ; 999
Zurich;2016;Mining and quarrying;Total ;6 423  ;*;6 342  ;#WERT!
Zurich;2016;Manufacturing/production of Goods;Total ;6 542  ;5 410  ;6 923  ;1 513
Zurich;2016;"Water supply; sewage and waste disposal";Total ;5 862  ;6 081 ;5 845  ;#WERT!
Zurich;2016;Construction ;Total ;6 544  ;6 565  ;6 544  ;- 21
Zurich;2016;SECTOR 3 SERVICES ;Total ;6 718  ;5 884  ;7 614  ;1 730
Zurich;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 570  ;4 860  ;6 371  ;1 511
