Region;Year;Nationality;Professional position;Statistics;Total;Women;Men;Gender Pay Gap
Central;2012;Other;Lowest management;1 Quantile;4 844 ;4 328 ;5 323 ; 995
Central;2012;Other;Lowest management;3 Quantile;7 856 ;7 159 ;8 055 ; 896
Central;2012;Total;No management;Median;5 520 ;4 877 ;5 810 ; 933
Central;2012;Total;No management;1 Quantile;4 495 ;4 033 ;4 931 ; 898
Central;2012;Total;No management;3 Quantile;6 784 ;6 368 ;7 028 ; 660
Central;2012;Swiss;No management;Median;5 653 ;5 087 ;5 951 ; 864
Central;2012;Swiss;No management;1 Quantile;4 621 ;4 190 ;5 059 ; 869
Central;2012;Swiss;No management;3 Quantile;6 895 ;6 466 ;7 169 ; 703
Central;2012;Other;No management;Median;5 200 ;4 312 ;5 509 ;1 197
Central;2012;Other;No management;1 Quantile;4 185 ;3 527 ;4 681 ;1 154
Central;2012;Other;No management;3 Quantile;6 440 ;5 810 ;6 613 ; 803
Zurich;2020;Total;Total;Median;6 907;6 075;7 546;1 471
Zurich;2020;Total;Total;1 Quantile;5 253;4 770;5 753; 983
Zurich;2020;Total;Total;3 Quantile;9 603;8 030;10 766;2 736
Zurich;2020;Swiss;Total;Median;7 185;6 283;8 026;1 743
Zurich;2020;Swiss;Total;1 Quantile;5 517;4 973;6 144;1 171
Zurich;2020;Swiss;Total;3 Quantile;9 836;8 053;11 177;3 124
Zurich;2020;Other;Total;Median;6 288;5 398;6 690;1 292
Zurich;2020;Other;Total;1 Quantile;4 839;4 410;5 271; 861
Zurich;2020;Other;Total;3 Quantile;9 077;7 944;9 786;1 842
Zurich;2020;Total;Top, upper,  middle management;Median;11 863;9 844;12 476;2 632
Zurich;2020;Total;Top, upper,  middle management;1 Quantile;8 431;7 303;9 077;1 774
Zurich;2020;Total;Top, upper,  middle management;3 Quantile;15 907;13 361;16 782;3 421
Zurich;2020;Swiss;Top, upper,  middle management;Median;11 708;9 425;12 390;2 965
Zurich;2020;Swiss;Top, upper,  middle management;1 Quantile;8 376;7 125;9 089;1 964
Zurich;2020;Swiss;Top, upper,  middle management;3 Quantile;15 720;12 827;16 637;3 810
Zurich;2020;Other;Top, upper,  middle management;Median;12 446;11 317;12 698;1 381
Zurich;2020;Other;Top, upper,  middle management;1 Quantile;8 665;8 011;9 066;1 055
Zurich;2020;Other;Top, upper,  middle management;3 Quantile;16 940;15 225;17 622;2 397
Zurich;2020;Total;Lower management;Median;9 590;8 703;10 107;1 404
Zurich;2020;Total;Lower management;1 Quantile;7 529;6 655;8 026;1 371
Zurich;2020;Total;Lower management;3 Quantile;11 582;10 545;12 094;1 549
Zurich;2020;Swiss;Lower management;Median;9 478;8 496;10 039;1 543
Zurich;2020;Swiss;Lower management;1 Quantile;7 511;6 646;8 057;1 411
Zurich;2020;Swiss;Lower management;3 Quantile;11 393;10 313;11 943;1 630
Zurich;2020;Other;Lower management;Median;9 878;9 280;10 280;1 000
Zurich;2020;Other;Lower management;1 Quantile;7 596;6 667;7 920;1 253
Zurich;2020;Other;Lower management;3 Quantile;12 060;11 149;12 475;1 326
Zurich;2020;Total;Lowest management;Median;7 784;7 093;8 202;1 109
Zurich;2020;Total;Lowest management;1 Quantile;6 289;5 770;6 742; 972
Zurich;2020;Total;Lowest management;3 Quantile;9 788;8 895;10 353;1 458
Zurich;2020;Swiss;Lowest management;Median;7 795;7 091;8 232;1 141
Zurich;2020;Swiss;Lowest management;1 Quantile;6 405;5 908;6 923;1 015
Zurich;2020;Swiss;Lowest management;3 Quantile;9 625;8 761;10 204;1 443
Zurich;2020;Other;Lowest management;Median;7 747;7 110;8 159;1 049
Zurich;2020;Other;Lowest management;1 Quantile;6 041;5 494;6 407; 913
Zurich;2020;Other;Lowest management;3 Quantile;10 280;9 275;10 784;1 509
Zurich;2020;Total;No management;Median;6 002;5 450;6 389; 939
Zurich;2020;Total;No management;1 Quantile;4 852;4 581;5 230; 649
Zurich;2020;Total;No management;3 Quantile;7 579;6 994;8 102;1 108
Zurich;2020;Swiss;No management;Median;6 236;5 710;6 715;1 005
Zurich;2020;Swiss;No management;1 Quantile;5 050;4 766;5 466; 700
Zurich;2020;Swiss;No management;3 Quantile;7 753;7 117;8 429;1 312
Zurich;2020;Other;No management;Median;5 603;4 901;5 964;1 063
Zurich;2020;Other;No management;1 Quantile;4 570;4 246;4 924; 678
Zurich;2020;Other;No management;3 Quantile;7 164;6 558;7 515; 957
Zurich;2018;Total;Total;Median;6 746;5 910;7 345;1 435
Zurich;2018;Total;Total;1 Quantile;5 151;4 654;5 647; 993
Zurich;2018;Total;Total;3 Quantile;9 320;7 810;10 391;2 581
Zurich;2018;Swiss;Total;Median;7 054;6 146;7 874;1 728
Zurich;2018;Swiss;Total;1 Quantile;5 398;4 829;6 029;1 200
Zurich;2018;Swiss;Total;3 Quantile;9 584;7 868;10 860;2 992
Zurich;2018;Other;Total;Median;6 118;5 285;6 446;1 161
Zurich;2018;Other;Total;1 Quantile;4 757;4 306;5 153; 847
Zurich;2018;Other;Total;3 Quantile;8 575;7 644;9 232;1 588
Zurich;2018;Total;Top, upper,  middle management;Median;11 667;9 479;12 381;2 902
Zurich;2018;Total;Top, upper,  middle management;1 Quantile;8 286;7 017;8 970;1 953
Zurich;2018;Total;Top, upper,  middle management;3 Quantile;16 451;13 215;17 496;4 281
Zurich;2018;Swiss;Top, upper,  middle management;Median;11 375;9 165;12 210;3 045
Zurich;2018;Swiss;Top, upper,  middle management;1 Quantile;8 302;6 995;8 975;1 980
Zurich;2018;Swiss;Top, upper,  middle management;3 Quantile;15 865;12 460;16 901;4 441
Zurich;2018;Other;Top, upper,  middle management;Median;12 619;11 111;13 240;2 129
Zurich;2018;Other;Top, upper,  middle management;1 Quantile;8 193;7 058;8 878;1 820
Zurich;2018;Other;Top, upper,  middle management;3 Quantile;19 473;15 972;20 833;4 861
Zurich;2018;Total;Lower management;Median;9 595;8 541;10 171;1 630
Zurich;2018;Total;Lower management;1 Quantile;7 377;6 397;7 885;1 488
Zurich;2018;Total;Lower management;3 Quantile;11 764;10 526;12 348;1 822
Zurich;2018;Swiss;Lower management;Median;9 446;8 259;10 055;1 796
Zurich;2018;Swiss;Lower management;1 Quantile;7 361;6 349;7 909;1 560
Zurich;2018;Swiss;Lower management;3 Quantile;11 570;10 178;12 253;2 075
Zurich;2018;Other;Lower management;Median;10 081;9 481;10 508;1 027
Zurich;2018;Other;Lower management;1 Quantile;7 451;6 829;7 738; 909
Zurich;2018;Other;Lower management;3 Quantile;12 239;11 364;12 623;1 259
Zurich;2018;Total;Lowest management;Median;7 582;6 826;8 004;1 178
Zurich;2018;Total;Lowest management;1 Quantile;6 067;5 508;6 526;1 018
Zurich;2018;Total;Lowest management;3 Quantile;9 359;8 405;9 847;1 442
Zurich;2018;Swiss;Lowest management;Median;7 611;6 870;8 066;1 196
Zurich;2018;Swiss;Lowest management;1 Quantile;6 179;5 579;6 665;1 086
Zurich;2018;Swiss;Lowest management;3 Quantile;9 310;8 333;9 833;1 500
Zurich;2018;Other;Lowest management;Median;7 482;6 685;7 842;1 157
Zurich;2018;Other;Lowest management;1 Quantile;5 788;5 329;6 253; 924
Zurich;2018;Other;Lowest management;3 Quantile;9 454;8 615;9 885;1 270
Zurich;2018;Total;No management;Median;5 948;5 362;6 312; 950
Zurich;2018;Total;No management;1 Quantile;4 778;4 475;5 162; 687
Zurich;2018;Total;No management;3 Quantile;7 500;6 934;7 978;1 044
Zurich;2018;Swiss;No management;Median;6 190;5 611;6 663;1 052
Zurich;2018;Swiss;No management;1 Quantile;4 956;4 650;5 422; 772
Zurich;2018;Swiss;No management;3 Quantile;7 725;7 048;8 363;1 315
Zurich;2018;Other;No management;Median;5 529;4 846;5 862;1 016
Zurich;2018;Other;No management;1 Quantile;4 518;4 143;4 856; 713
Zurich;2018;Other;No management;3 Quantile;7 014;6 558;7 223; 665
Zurich;2016;Total;Total;Median;6 671 ;5 869 ;7 256 ;1 387
Zurich;2016;Total;Total;1 Quantile;5 145 ;4 632 ;5 644 ;1 012
Zurich;2016;Total;Total;3 Quantile;9 057 ;7 658 ;10 099 ;2 441
Zurich;2016;Swiss;Total;Median;6 944 ;6 065 ;7 722 ;1 657
Zurich;2016;Swiss;Total;1 Quantile;5 373 ;4 794 ;5 983 ;1 189
Zurich;2016;Swiss;Total;3 Quantile;9 300 ;7 713 ;10 481 ;2 768
Zurich;2016;Other;Total;Median;6 081 ;5 252 ;6 448 ;1 196
Zurich;2016;Other;Total;1 Quantile;4 744 ;4 274 ;5 166 ; 892
Zurich;2016;Other;Total;3 Quantile;8 368 ;7 480 ;9 036 ;1 556
Zurich;2016;Total;Top, upper,  middle management;Median;11 754 ;9 711 ;12 437 ;2 726
Zurich;2016;Total;Top, upper,  middle management;1 Quantile;8 694 ;7 221 ;9 330 ;2 109
Zurich;2016;Total;Top, upper,  middle management;3 Quantile;16 063 ;13 139 ;16 941 ;3 802
Zurich;2016;Swiss;Top, upper,  middle management;Median;11 487 ;9 370 ;12 141 ;2 771
Zurich;2016;Swiss;Top, upper,  middle management;1 Quantile;8 620 ;7 059 ;9 273 ;2 214
Zurich;2016;Swiss;Top, upper,  middle management;3 Quantile;15 515 ;12 426 ;16 267 ;3 841
Zurich;2016;Other;Top, upper,  middle management;Median;13 057 ;11 538 ;13 831 ;2 293
Zurich;2016;Other;Top, upper,  middle management;1 Quantile;9 181 ;7 951 ;9 597 ;1 646
Zurich;2016;Other;Top, upper,  middle management;3 Quantile;18 797 ;15 503 ;20 148 ;4 645
Zurich;2016;Total;Lower management;Median;9 434 ;8 363 ;10 000 ;1 637
Zurich;2016;Total;Lower management;1 Quantile;7 329 ;6 308 ;7 881 ;1 573
Zurich;2016;Total;Lower management;3 Quantile;11 528 ;10 326 ;11 995 ;1 669
Zurich;2016;Swiss;Lower management;Median;9 350 ;8 252 ;9 996 ;1 744
Zurich;2016;Swiss;Lower management;1 Quantile;7 412 ;6 259 ;8 000 ;1 741
Zurich;2016;Swiss;Lower management;3 Quantile;11 401 ;10 026 ;11 950 ;1 924
Zurich;2016;Other;Lower management;Median;9 662 ;8 745 ;10 038 ;1 293
Zurich;2016;Other;Lower management;1 Quantile;7 135 ;6 412 ;7 447 ;1 035
Zurich;2016;Other;Lower management;3 Quantile;11 814 ;10 981 ;12 180 ;1 199
Zurich;2016;Total;Lowest management;Median;7 467 ;6 648 ;8 003 ;1 355
Zurich;2016;Total;Lowest management;1 Quantile;5 953 ;5 182 ;6 502 ;1 320
Zurich;2016;Total;Lowest management;3 Quantile;9 464 ;8 382 ;10 102 ;1 720
Zurich;2016;Swiss;Lowest management;Median;7 529 ;6 635 ;8 161 ;1 526
Zurich;2016;Swiss;Lowest management;1 Quantile;6 039 ;5 283 ;6 705 ;1 422
Zurich;2016;Swiss;Lowest management;3 Quantile;9 375 ;8 173 ;10 059 ;1 886
Zurich;2016;Other;Lowest management;Median;7 302 ;6 667 ;7 541 ; 874
Zurich;2016;Other;Lowest management;1 Quantile;5 707 ;5 072 ;6 161 ;1 089
Zurich;2016;Other;Lowest management;3 Quantile;9 581 ;8 955 ;10 247 ;1 292
Zurich;2016;Total;No management;Median;5 921 ;5 374 ;6 282 ; 908
Zurich;2016;Total;No management;1 Quantile;4 772 ;4 459 ;5 166 ; 707
Zurich;2016;Total;No management;3 Quantile;7 379 ;6 864 ;7 794 ; 930
Zurich;2016;Swiss;No management;Median;6 136 ;5 620 ;6 584 ; 964
Zurich;2016;Swiss;No management;1 Quantile;4 951 ;4 633 ;5 398 ; 765
Zurich;2016;Swiss;No management;3 Quantile;7 559 ;7 000 ;8 113 ;1 113
Zurich;2016;Other;No management;Median;5 534 ;4 826 ;5 849 ;1 023
Zurich;2016;Other;No management;1 Quantile;4 498 ;4 135 ;4 860 ; 725
Zurich;2016;Other;No management;3 Quantile;6 955 ;6 468 ;7 175 ; 707
Zurich;2014;Total;Total;Median;6 614 ;5 768 ;7 183 ;1 415
Zurich;2014;Total;Total;1 Quantile;5 110 ;4 598 ;5 614 ;1 016
Zurich;2014;Total;Total;3 Quantile;8 970 ;7 568 ;9 992 ;2 424
Zurich;2014;Swiss;Total;Median;6 851 ;5 912 ;7 593 ;1 681
Zurich;2014;Swiss;Total;1 Quantile;5 295 ;4 702 ;5 924 ;1 222
Zurich;2014;Swiss;Total;3 Quantile;9 214 ;7 583 ;10 421 ;2 838
Zurich;2014;Other;Total;Median;6 098 ;5 310 ;6 370 ;1 060
Zurich;2014;Other;Total;1 Quantile;4 807 ;4 370 ;5 159 ; 789
Zurich;2014;Other;Total;3 Quantile;8 302 ;7 503 ;8 812 ;1 309
Zurich;2014;Total;Top, upper,  middle management;Median;12 199 ;9 592 ;12 926 ;3 334
Zurich;2014;Total;Top, upper,  middle management;1 Quantile;8 878 ;7 140 ;9 622 ;2 482
Zurich;2014;Total;Top, upper,  middle management;3 Quantile;16 314 ;13 158 ;17 169 ;4 011
Zurich;2014;Swiss;Top, upper,  middle management;Median;12 002 ;9 290 ;12 745 ;3 455
Zurich;2014;Swiss;Top, upper,  middle management;1 Quantile;8 806 ;7 095 ;9 524 ;2 429
Zurich;2014;Swiss;Top, upper,  middle management;3 Quantile;16 013 ;12 509 ;16 914 ;4 405
Zurich;2014;Other;Top, upper,  middle management;Median;13 075 ;11 279 ;13 733 ;2 454
Zurich;2014;Other;Top, upper,  middle management;1 Quantile;9 367 ;7 647 ;10 007 ;2 360
Zurich;2014;Other;Top, upper,  middle management;3 Quantile;17 763 ;14 920 ;18 750 ;3 830
Zurich;2014;Total;Lower management;Median;9 397 ;8 333 ;9 943 ;1 610
Zurich;2014;Total;Lower management;1 Quantile;7 362 ;6 216 ;7 939 ;1 723
Zurich;2014;Total;Lower management;3 Quantile;11 355 ;10 272 ;11 770 ;1 498
Zurich;2014;Swiss;Lower management;Median;9 341 ;8 219 ;9 921 ;1 702
Zurich;2014;Swiss;Lower management;1 Quantile;7 436 ;6 322 ;8 102 ;1 780
Zurich;2014;Swiss;Lower management;3 Quantile;11 224 ;10 000 ;11 680 ;1 680
Zurich;2014;Other;Lower management;Median;9 612 ;8 765 ;10 052 ;1 287
Zurich;2014;Other;Lower management;1 Quantile;6 979 ;6 057 ;7 401 ;1 344
Zurich;2014;Other;Lower management;3 Quantile;11 728 ;10 887 ;12 073 ;1 186
Zurich;2014;Total;Lowest management;Median;7 444 ;6 746 ;7 846 ;1 100
Zurich;2014;Total;Lowest management;1 Quantile;6 102 ;5 435 ;6 538 ;1 103
Zurich;2014;Total;Lowest management;3 Quantile;9 071 ;8 203 ;9 524 ;1 321
Zurich;2014;Swiss;Lowest management;Median;7 410 ;6 713 ;7 837 ;1 124
Zurich;2014;Swiss;Lowest management;1 Quantile;6 117 ;5 480 ;6 645 ;1 165
Zurich;2014;Swiss;Lowest management;3 Quantile;8 889 ;8 030 ;9 323 ;1 293
Zurich;2014;Other;Lowest management;Median;7 540 ;6 857 ;7 928 ;1 071
Zurich;2014;Other;Lowest management;1 Quantile;6 082 ;5 303 ;6 326 ;1 023
Zurich;2014;Other;Lowest management;3 Quantile;9 623 ;8 730 ;10 228 ;1 498
Zurich;2014;Total;No management;Median;5 846 ;5 256 ;6 196 ; 940
Zurich;2014;Total;No management;1 Quantile;4 746 ;4 434 ;5 134 ; 700
Zurich;2014;Total;No management;3 Quantile;7 251 ;6 711 ;7 633 ; 922
Zurich;2014;Swiss;No management;Median;5 996 ;5 404 ;6 460 ;1 056
Zurich;2014;Swiss;No management;1 Quantile;4 838 ;4 529 ;5 304 ; 775
Zurich;2014;Swiss;No management;3 Quantile;7 394 ;6 774 ;7 890 ;1 116
Zurich;2014;Other;No management;Median;5 571 ;4 884 ;5 853 ; 969
Zurich;2014;Other;No management;1 Quantile;4 587 ;4 235 ;4 910 ; 675
Zurich;2014;Other;No management;3 Quantile;6 918 ;6 488 ;7 124 ; 636
Zurich;2012;Total;Total;Median;6 451 ;5 487 ;7 125 ;1 638
Zurich;2012;Total;Total;1 Quantile;4 857 ;4 350 ;5 434 ;1 084
Zurich;2012;Total;Total;3 Quantile;8 982 ;7 401 ;10 176 ;2 775
Zurich;2012;Swiss;Total;Median;6 727 ;5 674 ;7 590 ;1 916
Zurich;2012;Swiss;Total;1 Quantile;5 048 ;4 483 ;5 793 ;1 310
Zurich;2012;Swiss;Total;3 Quantile;9 310 ;7 476 ;10 665 ;3 189
Zurich;2012;Other;Total;Median;5 808 ;4 946 ;6 190 ;1 244
Zurich;2012;Other;Total;1 Quantile;4 502 ;4 026 ;4 919 ; 893
Zurich;2012;Other;Total;3 Quantile;8 091 ;7 125 ;8 750 ;1 625
Zurich;2012;Total;Top, upper,  middle management;Median;12 048 ;9 088 ;12 894 ;3 806
Zurich;2012;Total;Top, upper,  middle management;1 Quantile;8 144 ;6 355 ;8 952 ;2 597
Zurich;2012;Total;Top, upper,  middle management;3 Quantile;17 133 ;13 170 ;18 168 ;4 998
Zurich;2012;Swiss;Top, upper,  middle management;Median;11 917 ;8 847 ;12 804 ;3 957
Zurich;2012;Swiss;Top, upper,  middle management;1 Quantile;8 165 ;6 314 ;8 975 ;2 661
Zurich;2012;Swiss;Top, upper,  middle management;3 Quantile;16 815 ;12 619 ;17 875 ;5 256
Zurich;2012;Other;Top, upper,  middle management;Median;12 639 ;10 476 ;13 307 ;2 831
Zurich;2012;Other;Top, upper,  middle management;1 Quantile;8 101 ;6 596 ;8 721 ;2 125
Zurich;2012;Other;Top, upper,  middle management;3 Quantile;18 602 ;15 080 ;19 658 ;4 578
Zurich;2012;Total;Lower management;Median;9 240 ;8 027 ;9 776 ;1 749
Zurich;2012;Total;Lower management;1 Quantile;6 999 ;5 778 ;7 628 ;1 850
Zurich;2012;Total;Lower management;3 Quantile;11 285 ;10 268 ;11 664 ;1 396
Zurich;2012;Swiss;Lower management;Median;9 209 ;7 946 ;9 764 ;1 818
Zurich;2012;Swiss;Lower management;1 Quantile;7 075 ;5 750 ;7 730 ;1 980
Zurich;2012;Swiss;Lower management;3 Quantile;11 204 ;10 092 ;11 587 ;1 495
Zurich;2012;Other;Lower management;Median;9 336 ;8 442 ;9 845 ;1 403
Zurich;2012;Other;Lower management;1 Quantile;6 757 ;5 882 ;7 222 ;1 340
Zurich;2012;Other;Lower management;3 Quantile;11 622 ;10 830 ;11 958 ;1 128
Zurich;2012;Total;Lowest management;Median;7 125 ;6 527 ;7 439 ; 912
Zurich;2012;Total;Lowest management;1 Quantile;5 765 ;5 253 ;6 156 ; 903
Zurich;2012;Total;Lowest management;3 Quantile;8 777 ;8 122 ;9 141 ;1 019
Zurich;2012;Swiss;Lowest management;Median;7 216 ;6 529 ;7 616 ;1 087
Zurich;2012;Swiss;Lowest management;1 Quantile;5 856 ;5 242 ;6 336 ;1 094
Zurich;2012;Swiss;Lowest management;3 Quantile;8 810 ;8 050 ;9 246 ;1 196
Zurich;2012;Other;Lowest management;Median;6 888 ;6 523 ;7 008 ; 485
Zurich;2012;Other;Lowest management;1 Quantile;5 571 ;5 265 ;5 801 ; 536
Zurich;2012;Other;Lowest management;3 Quantile;8 658 ;8 453 ;8 773 ; 320
Zurich;2012;Total;No management;Median;5 651 ;5 019 ;6 092 ;1 073
Zurich;2012;Total;No management;1 Quantile;4 506 ;4 203 ;4 917 ; 714
Zurich;2012;Total;No management;3 Quantile;7 210 ;6 587 ;7 689 ;1 102
Zurich;2012;Swiss;No management;Median;5 869 ;5 221 ;6 400 ;1 179
Zurich;2012;Swiss;No management;1 Quantile;4 647 ;4 335 ;5 127 ; 792
Zurich;2012;Swiss;No management;3 Quantile;7 399 ;6 707 ;8 029 ;1 322
Zurich;2012;Other;No management;Median;5 238 ;4 579 ;5 632 ;1 053
Zurich;2012;Other;No management;1 Quantile;4 251 ;3 817 ;4 640 ; 823
Zurich;2012;Other;No management;3 Quantile;6 717 ;6 151 ;6 970 ; 819
